cid;comment;reply_cid;reply_id;reply_text
7316809280718504709;amazing, tutorial please 🥰;7317067824970334994;7316809280718504709;Hi 🌸I lunched my course there you can find many lessons like this
7316809280718504709;amazing, tutorial please 🥰;7317112852519011078;7316809280718504709;how to join?
7316809280718504709;amazing, tutorial please 🥰;7380536425533735712;7316809280718504709;Just film 2 videos from the exact same position, then put the videos on top of eachother, and then crop it so the one video shows whats below the phon
7317758250412147462;Really amazing;7355549089666171681;7317758250412147462;Ikrr 😊😁
7317758250412147462;Really amazing;7332783614914806534;7317758250412147462;🥰🥰🥰
7324286811786068741;Yeees 🔥;7355549059477078817;7324286811786068741;🔥🔥
