cid,comment,reply_cid,reply_id,reply_text
6890003467990728705,Icon dikemas artinya paket siap dikirim&diantar ke jasa kirim. Icon dikirim artinya paket kamu sudah disiapkan&dikemas&sdg dalam proses pengantaran.,6.890006026444571e+18,6890003467990728705,WKWKKW intinya kebalik 😂
6890003467990728705,Icon dikemas artinya paket siap dikirim&diantar ke jasa kirim. Icon dikirim artinya paket kamu sudah disiapkan&dikemas&sdg dalam proses pengantaran.,6.890006499075736e+18,6890003467990728705,Itu gak kebalik 😂
6890003467990728705,Icon dikemas artinya paket siap dikirim&diantar ke jasa kirim. Icon dikirim artinya paket kamu sudah disiapkan&dikemas&sdg dalam proses pengantaran.,6.89121008390547e+18,6890003467990728705,"ga kebaliiik, cb ganti jd bahasa inggris shopeenya. di aku tulisannya dikemas itu ""to ship"" gambar mobil, ama dikirim tu ""to deliver"" gambar box 😁"
6890003467990728705,Icon dikemas artinya paket siap dikirim&diantar ke jasa kirim. Icon dikirim artinya paket kamu sudah disiapkan&dikemas&sdg dalam proses pengantaran.,6.892709651813908e+18,6890003467990728705,kaga kebalik itu
6890003467990728705,Icon dikemas artinya paket siap dikirim&diantar ke jasa kirim. Icon dikirim artinya paket kamu sudah disiapkan&dikemas&sdg dalam proses pengantaran.,6.892288181854192e+18,6890003467990728705,gambarnya mbak yg kebalik😂
6890003467990728705,Icon dikemas artinya paket siap dikirim&diantar ke jasa kirim. Icon dikirim artinya paket kamu sudah disiapkan&dikemas&sdg dalam proses pengantaran.,6.892288452532945e+18,6890003467990728705,nggak kebalik kok 😂
6904878642498125825,"apa yang salah? itu udah bener kok.. 😳😳 mobil itu artinya seller mengantar ke ekspedisi, sedangkan kotak itu paket siap diterima,, salahnya dimana?",6.914855053459767e+18,6904878642498125825,"salah bund, ngebug itu appnya, punya temen ku app versi lawas emng ketukerrr :)"
6904878642498125825,"apa yang salah? itu udah bener kok.. 😳😳 mobil itu artinya seller mengantar ke ekspedisi, sedangkan kotak itu paket siap diterima,, salahnya dimana?",6.921351915620811e+18,6904878642498125825,salahhh
6904878642498125825,"apa yang salah? itu udah bener kok.. 😳😳 mobil itu artinya seller mengantar ke ekspedisi, sedangkan kotak itu paket siap diterima,, salahnya dimana?",6.918390584512168e+18,6904878642498125825,pokus ke gambar nya
6890088479460917249,aku langsung cek aplikasi shopee dan beneran aduhh hyuuunggg aku kok baru ngeh 😂😂😂😂,6.890535472301425e+18,6890088479460917249,Wkakakakaka iyakaan
