cid;comment;reply_cid;reply_id;reply_text
7341583909182210821;Spilll tasssss😭;7341617803495064326;7341583909182210821;lnk 142
7346144295475430149;Kak bagus semuaa tp gapuya duid banyak 😭😭😭🤣;7347808312303665926;7346144295475430149;@dewiii apk anda tdk tergiur
7346144295475430149;Kak bagus semuaa tp gapuya duid banyak 😭😭😭🤣;7358884272198042374;7346144295475430149;nabung dikit" kak
7346144295475430149;Kak bagus semuaa tp gapuya duid banyak 😭😭😭🤣;7358888250116784902;7346144295475430149;Hai namaku jg firdaus 😍
7346144295475430149;Kak bagus semuaa tp gapuya duid banyak 😭😭😭🤣;7359073985029587718;7346144295475430149;nama gw firda bg🗿
7346144295475430149;Kak bagus semuaa tp gapuya duid banyak 😭😭😭🤣;7360330151677215493;7346144295475430149;Gw jg cewe tp firda jg 🤾🏻‍♀️
7346144295475430149;Kak bagus semuaa tp gapuya duid banyak 😭😭😭🤣;7348099521413595909;7346144295475430149;HOHOHOHO🌝
7364075362521776902;jaket hitam oversized ke 5 linknya mana ka ?;7378378784996590341;7364075362521776902;nitipp
7364075362521776902;jaket hitam oversized ke 5 linknya mana ka ?;7394366052228989702;7364075362521776902;nitipp
7364075362521776902;jaket hitam oversized ke 5 linknya mana ka ?;7392100322767241989;7364075362521776902;nitip
7364075362521776902;jaket hitam oversized ke 5 linknya mana ka ?;7390321701810504453;7364075362521776902;nitip
7364075362521776902;jaket hitam oversized ke 5 linknya mana ka ?;7367308386759557894;7364075362521776902;nitip
7364075362521776902;jaket hitam oversized ke 5 linknya mana ka ?;7366839045575508741;7364075362521776902;nitip
7340826194402689798;spil baju abc kak;7342876162941420294;7340826194402689798;ntp
7340826194402689798;spil baju abc kak;7342885120279937797;7340826194402689798;scrol ke bawah
7340826194402689798;spil baju abc kak;7365185628696904453;7340826194402689798;mana ya??
7340826194402689798;spil baju abc kak;7342848433876796166;7340826194402689798;ntp
7340826194402689798;spil baju abc kak;7357272117858190086;7340826194402689798;nitip
7340826194402689798;spil baju abc kak;7341581104384361222;7340826194402689798;nitip
7394845395560547078;@Wwit Wdtl ada yng kmu suka ga?;7395205245625238278;7394845395560547078;cocok semua
7345316820830536453;et,ootd pertama udh bagus tapi gua gasuka make jeans anjirr 😭😭😭;7347185726683366150;7345316820830536453;dipakein clana kain jga bagus kok
7359463113966224133;atasan yang kelima, yang jaket hitam lancip kok gaada di etalasr yaa kak?🙏;7359463250147148549;7359463113966224133;gada di keranjang kuning😭🙏
7359463113966224133;atasan yang kelima, yang jaket hitam lancip kok gaada di etalasr yaa kak?🙏;7359622410020389638;7359463113966224133;lagi sold ka kalo restock nanti muncul lagi
7359463113966224133;atasan yang kelima, yang jaket hitam lancip kok gaada di etalasr yaa kak?🙏;7375891543474029318;7359463113966224133;Nitipp
7355416648286110469;butuh keranjang kuning jaket ke 6 😞;7355527305042821893;7355416648286110469;lagi sold ni
7355416648286110469;butuh keranjang kuning jaket ke 6 😞;7355544652889473797;7355416648286110469;yah
7355416648286110469;butuh keranjang kuning jaket ke 6 😞;7356602101847868166;7355416648286110469;restock lagi kpn kak?. kabarin yaa kak kalo udh restock
7355416648286110469;butuh keranjang kuning jaket ke 6 😞;7367599442385814277;7355416648286110469;kalau jaket oversize hitam itu mana ka
7355416648286110469;butuh keranjang kuning jaket ke 6 😞;7368124445728441093;7355416648286110469;spill kerudung nya
7355416648286110469;butuh keranjang kuning jaket ke 6 😞;7363422475560207109;7355416648286110469;dah ada ni ka
7354606365103670021;jaket yg ke 6 beli dmna ya kaa?;7354631738381828870;7354606365103670021;ada dikeranjang
7354606365103670021;jaket yg ke 6 beli dmna ya kaa?;7355126675682820869;7354606365103670021;gaada kaa
7354606365103670021;jaket yg ke 6 beli dmna ya kaa?;7357419491142304518;7354606365103670021;iy gd kk
7354606365103670021;jaket yg ke 6 beli dmna ya kaa?;7359194813374432005;7354606365103670021;ga adaa kaa
7354606365103670021;jaket yg ke 6 beli dmna ya kaa?;7365470091581948677;7354606365103670021;Gaada kakk boleh spill gaa
7376163403612029702;kemeja 2 nya kalo di pakek cwo cocok gak ya kak? 🤣;7376507384187355909;7376163403612029702;kek cewe😭
7376163403612029702;kemeja 2 nya kalo di pakek cwo cocok gak ya kak? 🤣;7376739280154149638;7376163403612029702;yah iya sih kak 🤣
