cid;comment;reply_cid;reply_id;reply_text
7356417601003750150;member timpa gambar/teks ni pasti;7376539068308292357;7356417601003750150;0
7356417601003750150;member timpa gambar/teks ni pasti;7376539068405695238;7356417601003750150;00
7356417601003750150;member timpa gambar/teks ni pasti;7376538927048360709;7356417601003750150;0
7349249385048720135;tag akun "H" itu;7349319960248353541;7349249385048720135;cari aja Hamlin
7349294195515278086;berarti tempelan nya harga 280.000🗿;7349309732697899782;7349294195515278086;tau ongkir gak
7349294195515278086;berarti tempelan nya harga 280.000🗿;7349316455295779590;7349294195515278086;yg ditanya apa yg dijawab apa
7349294195515278086;berarti tempelan nya harga 280.000🗿;7349324670627283718;7349294195515278086;beda konteks kocak
7349294195515278086;berarti tempelan nya harga 280.000🗿;7349364294751159045;7349294195515278086;emg ongkir 280k kocak😂
7349294195515278086;berarti tempelan nya harga 280.000🗿;7349373147327513346;7349294195515278086;apasih
7349294195515278086;berarti tempelan nya harga 280.000🗿;7375441740134695685;7349294195515278086;stres
7356201846636987141;brand rhodey langsung 📈📈📈📈📈;7382060862817338117;7356201846636987141;Alhamdulillah bgt
7377662178185626373;jajan Better juga gitu, cuman ketutupan sama coklatnya;7378037345888830213;7377662178185626373;klo better memang wafernya beli
7377662178185626373;jajan Better juga gitu, cuman ketutupan sama coklatnya;7378081338789937925;7377662178185626373;owhh gitu ya?
7377662178185626373;jajan Better juga gitu, cuman ketutupan sama coklatnya;7377662303757845253;7377662178185626373;coba kalian kelopek coklatnya
7377662178185626373;jajan Better juga gitu, cuman ketutupan sama coklatnya;7380697755188544262;7377662178185626373;Lah better mah sepadan sama harga nya , lah ini? Jelas beda lah
7376610011134886661;itu namanya pinter;7382101905608983301;7376610011134886661;lebih kedongo sih😁
7376610011134886661;itu namanya pinter;7382426735876408070;7376610011134886661;lebih ke nipu
7376610011134886661;itu namanya pinter;7379779663012463365;7376610011134886661;ga kreatif iyaa 😂
7349153715684098822;tag akunnya;7349283078655263493;7349153715684098822;@akunya
7349153715684098822;tag akunnya;7349305888845464326;7349153715684098822;salah tapi bener
7349153715684098822;tag akunnya;7366202244934419206;7349153715684098822;@jiglyciouss
7349153715684098822;tag akunnya;7355059756958696197;7349153715684098822;@akunnya
7349153715684098822;tag akunnya;7349297518583907078;7349153715684098822;hamlin
7349153715684098822;tag akunnya;7349398990527808261;7349153715684098822;gbisa di tag ka, cari aja hamlin, yg logonya hrf H
7349418413780304646;gaada yg salah dari cara yg dilakukan merek H, skrng kita sbg customer yg harus lebih pinterr;7349607740946416390;7349418413780304646;Ga ada yg salah? Nimpa logo padahal ga ada kerjasama aja udh salah
7349418413780304646;gaada yg salah dari cara yg dilakukan merek H, skrng kita sbg customer yg harus lebih pinterr;7356440513380614918;7349418413780304646;udah salah pake banget itu
7349418413780304646;gaada yg salah dari cara yg dilakukan merek H, skrng kita sbg customer yg harus lebih pinterr;7356440469352301318;7349418413780304646;melanggar hak cipta 😁brand kak
7349418413780304646;gaada yg salah dari cara yg dilakukan merek H, skrng kita sbg customer yg harus lebih pinterr;7374991236127703814;7349418413780304646;SDM kita aja kek gini, ga ngerti hak cipta wkwkw
7354837825529643781;gua nemu kotak buat headset di situ harganya 300rb
dan lu tau? ada kotak yg sama persis yg harganya 5rban 🗿 mana gua punya yg 5rb
auto kget;7376538872920752901;7354837825529643781;00 0 00
7354837825529643781;gua nemu kotak buat headset di situ harganya 300rb
dan lu tau? ada kotak yg sama persis yg harganya 5rban 🗿 mana gua punya yg 5rb
auto kget;7376538822794953478;7354837825529643781;00
7354837825529643781;gua nemu kotak buat headset di situ harganya 300rb
dan lu tau? ada kotak yg sama persis yg harganya 5rban 🗿 mana gua punya yg 5rb
auto kget;7376538847403033350;7354837825529643781;000
7354837825529643781;gua nemu kotak buat headset di situ harganya 300rb
dan lu tau? ada kotak yg sama persis yg harganya 5rban 🗿 mana gua punya yg 5rb
auto kget;7376538906491732741;7354837825529643781;00 0
7354837825529643781;gua nemu kotak buat headset di situ harganya 300rb
dan lu tau? ada kotak yg sama persis yg harganya 5rban 🗿 mana gua punya yg 5rb
auto kget;7376538917145264902;7354837825529643781;00
7355246388173996806;@Nyzxw☠️rondi🗿;7355457832131265285;7355246388173996806;Rhondey anj
7355246388173996806;@Nyzxw☠️rondi🗿;7355457918026203910;7355246388173996806;😜😜
7349240535162798853;Yang kacamata di kali 70 + 12 ribu njir lah untung berapa itu cuyyy😭😭🙏🏻🙏🏻;7349298895531213574;7349240535162798853;bisa ngeliat masa depan kacamatanya itu
7349240535162798853;Yang kacamata di kali 70 + 12 ribu njir lah untung berapa itu cuyyy😭😭🙏🏻🙏🏻;7349396092670264070;7349240535162798853;Bisa liat masa depan yang cerah sama yang gelap😓🤛🏻
