cid;comment;reply_cid;reply_id;reply_text
7369579051457823494;ni gambaran keluarga pureblood digmar? 😭;7369594699102241542;7369579051457823494;Wkwkwkwkw
7374013774996620037;Cimory juga lagi kenceng”nya 💸💸💸;7374700615819690757;7374013774996620037;bener nii lebih mikirin mereka budget habis berapa ya😞
7369652155516961541;Marketingnya bagus tapi sayang productnya kurang. Tapi ga aneh sih, karena Tomoro "dilahirkan" oleh perusahaan negara tirai bambu, yg lebih mementingkan kuantitas (banyaknya cabang), ketimbang rasa.;7370381844339163910;7369652155516961541;Menurut gue Tomoro enak kok
7369652155516961541;Marketingnya bagus tapi sayang productnya kurang. Tapi ga aneh sih, karena Tomoro "dilahirkan" oleh perusahaan negara tirai bambu, yg lebih mementingkan kuantitas (banyaknya cabang), ketimbang rasa.;7371021616191226630;7369652155516961541;enak bgt yg coconut latte gbs move on 🥲
7369652155516961541;Marketingnya bagus tapi sayang productnya kurang. Tapi ga aneh sih, karena Tomoro "dilahirkan" oleh perusahaan negara tirai bambu, yg lebih mementingkan kuantitas (banyaknya cabang), ketimbang rasa.;7391154698499408646;7369652155516961541;G enak 😭
7369652155516961541;Marketingnya bagus tapi sayang productnya kurang. Tapi ga aneh sih, karena Tomoro "dilahirkan" oleh perusahaan negara tirai bambu, yg lebih mementingkan kuantitas (banyaknya cabang), ketimbang rasa.;7371286042668090118;7369652155516961541;kata siapa produk nya kurang? tomoro enak cuy di samping
7369652155516961541;Marketingnya bagus tapi sayang productnya kurang. Tapi ga aneh sih, karena Tomoro "dilahirkan" oleh perusahaan negara tirai bambu, yg lebih mementingkan kuantitas (banyaknya cabang), ketimbang rasa.;7392802202358924038;7369652155516961541;Kopi yang satu perusahaan sama jnt wk
7369652155516961541;Marketingnya bagus tapi sayang productnya kurang. Tapi ga aneh sih, karena Tomoro "dilahirkan" oleh perusahaan negara tirai bambu, yg lebih mementingkan kuantitas (banyaknya cabang), ketimbang rasa.;7391154784989905670;7369652155516961541;Bener kopi china
7396339789123797765;menurutku segmentasi tomoro ini fokus ke tempat dan gerai yang banyak, kalau kopinya so so. tapi dari gerai dan temoat yang proper itu bikin brandingnya kuat...;7396340088109744902;7396339789123797765;soalnya kalau bandingin tempat lain, menurut gue yang paling enak di tomoro masalah kenyaman nugas atau sekedar ngobrol santai bareng harganya pun gg mahal-mahal banget.
7396339789123797765;menurutku segmentasi tomoro ini fokus ke tempat dan gerai yang banyak, kalau kopinya so so. tapi dari gerai dan temoat yang proper itu bikin brandingnya kuat...;7396340305895211781;7396339789123797765;jadi otomatis yang ngincer orang kantoran, mahasiswa, dan anak sekitar sana yang cari cafe nyaman buat kegiatan. bukan cari pengalaman cofe yang expert
7396339789123797765;menurutku segmentasi tomoro ini fokus ke tempat dan gerai yang banyak, kalau kopinya so so. tapi dari gerai dan temoat yang proper itu bikin brandingnya kuat...;7396340601300681477;7396339789123797765;nah dengan adanya produk yang masif ini, terus digmar yang tepat sasaran juga udah deh combine branding tomor cepet jadi sampai nyaingin fore dkk
