cid;comment;reply_cid;reply_id;reply_text
7114377060328407814;pues nada, a poner un puesto en el tianguis 👁️👄👁️;7129978610979291909;7114377060328407814;@ruisu17 quiero xd
7114377060328407814;pues nada, a poner un puesto en el tianguis 👁️👄👁️;7126305531643773702;7114377060328407814;jajajaj si
7114377060328407814;pues nada, a poner un puesto en el tianguis 👁️👄👁️;7366900272922264325;7114377060328407814;JAJAJAJAJ
7113769353656468229;Lo más seguro es que se confundieron en tienda ya me ha pasado.;7204316831246533382;7113769353656468229;dónde compras
7113769353656468229;Lo más seguro es que se confundieron en tienda ya me ha pasado.;7183181803761517317;7113769353656468229;donde andan
7113769353656468229;Lo más seguro es que se confundieron en tienda ya me ha pasado.;7183181832710537989;7113769353656468229;donde
7113769353656468229;Lo más seguro es que se confundieron en tienda ya me ha pasado.;7272517317988549381;7113769353656468229;hola, es confiable me gustaría pedir pero me da miedo jaja
7113769353656468229;Lo más seguro es que se confundieron en tienda ya me ha pasado.;7183181594055492358;7113769353656468229;gg
7114105700540269318;las veces que yo e pedido la vdd todo muy bien;7118880045620003590;7114105700540269318;yo también quiero encargar pero no me animo me da miedo perder mi dinero 🥺
7114105700540269318;las veces que yo e pedido la vdd todo muy bien;7119496966463161094;7114105700540269318;q método de pago utilizaste ?
7114105700540269318;las veces que yo e pedido la vdd todo muy bien;7125970459833991942;7114105700540269318;me pasaba igual tenia miedo de encargar y la verdad cuano recién compre no me arrepiento de nada todo me llego correcto y no le dan el dinero al..
7114105700540269318;las veces que yo e pedido la vdd todo muy bien;7129619259299103493;7114105700540269318;la verdad es muy segura yo e comprado y también tiene para que pagues en OXXO
7114105700540269318;las veces que yo e pedido la vdd todo muy bien;7129985311116264197;7114105700540269318;1. A mi no me llegó un pedido, espere 12 días de la fecha estipulada y como ya tenía negociación previa con el vendedor, me regresaron mi dinero+
7114105700540269318;las veces que yo e pedido la vdd todo muy bien;7129985539352527622;7114105700540269318;2. Te piden que lleguen a acuerdos y sino se resuelve mete reclamo y la app se encarga de regresarte lo si haces bien el procedimiento
7115814059303879430;Vendelos, si vendes cada uno a 10 pesos por ejemplo te ganas 2000 pesos🤑;7183181873223500550;7115814059303879430;@
