cid;comment;reply_cid;reply_id;reply_text
7293308164766073605;morning kk cantik, hadir🙏;None;None;None
7297337573747016453;@ingat 7;None;None;None
7293347274007249682;hadir;None;None;None
7293365122741945093;kok aku masih tampilan lama ya??
affiliate;None;None;None
7293356473970410245;suda lama terdaftar aku bunda tapi takut pake;None;None;None
7293359833402901253;selamat siang Bunda Bunda Bella;None;None;None
7293357460998701830;emang dah aktif lagi bun;7293365719377445638;7293357460998701830;blm dpn
7293346809156862725;mksh bunda info nya🙏;7293365795164996358;7293346809156862725;sama2
7293346362907738885;assalamu'alaikum selamat pagi bunda.;7293365708917523205;7293346362907738885;walaikum salam 🙏
7293312351268635397;Morning bundaku;None;None;None
7293298990434861830;Met pagi Kakak Bella sayang, smoga sehat & bahagia selalu 🙏🥰💃;7293365898055451398;7293298990434861830;happy morning
7293295542213657350;MET PAGI,SEHAT SELALU🥰🥰👍;7293366006369469190;7293295542213657350;Trims
7293290362634175237;selamat pagi bu bella maaf klu jarang ikuti live nya 🙏🙏🙏❤️❤️❤️;None;None;None
7293289354297213702;semonga menjadi awal lebih baik💪💪🥰🥰;7293365934512096006;7293289354297213702;Amin 🙏
7293286958767358725;met pagi bunda sehat selalu, mantap👍👍👍🥰🥰🥰🥰💕💕💕💕💕;7293289264103654150;7293286958767358725;Morning 👍
7298307799393141510;MlM kk Qu,,Slam Sehat n sukses sllu,👍;None;None;None
7293451827458097926;Makasih Bunda Bella atas infonya🥰🙏;None;None;None
7348102101838234373;bantu fyp gays;None;None;None
7316299757331596037;kak cara cek komisi di tampilan terbaru gimana kak ?;None;None;None
7307330074444710661;Iya betul sudah ada.
Alat Kreator sekarang diganti jadi Pusat Kreator;None;None;None
7302454092085297926;itu beneran atau tidak;None;None;None
7296827387604845318;nyimak🌹🌹🌹;None;None;None
7296679168216777477;semoga cepat di buka tiktok shop aku belanja setia di tiktok Shop 🤲🤲🙏🙏🥰🥰;None;None;None
7294967170882159365;Alhamdulillah. udah ada fitur ini..;None;None;None
7294192805327946501;makasih banyak bunda infonya😍;None;None;None
7294150826451321606;Makasih Infonya Kak.;None;None;None
7293642775509451526;iy diaku dah ada fiktur. itu;None;None;None
7293370582019900165;bunda Bella setiap yang komen dibaca nya baik banget bunda;None;None;None
7293327345867096834;Trimakasih infonya;None;None;None
7293298821483234054;lihatnya sebelah mana yah;None;None;None
7335002991668347654;benar juga ya... sudah ada sis... tq;None;None;None
7298256257969013509;👍;None;None;None
7297990716596175622;❤️❤️❤️;None;None;None
