cid;comment;reply_cid;reply_id;reply_text
7274188873474573062;طيب اكتب tiktok creative center علي التيك توك ولا جوجل;7300417896198046469;7274188873474573062;جوجل
7259080849465836289;هل الطريقة فعلًا فعالة؟ جربتيها؟;7259142799814558472;7259080849465836289;تاكدي انك تختارين الهاشتاق الترند حسب البلد
7259080849465836289;هل الطريقة فعلًا فعالة؟ جربتيها؟;7261297725466428167;7259080849465836289;جربتها ما نفعت
7261135531689739010;اها انتي فاتحه الصفحه من الاب توب ..اصلها من الموبايل مش واضحه اوي😇;7261363584968770306;7261135531689739010;ايوه من الابتوب
